Timestamp,Latitude,Longitude,Speed,Altitude,SoC,Wind_speed,Wind_direction
0.0,53.385473,-6.256077,0.0,0.0,92,4.6,S
1.0,53.38561367,-6.255891686,0.25,49.5432671,92,4.6,S
2.0,53.3857257,-6.255760174,1.44,53.7684351,92,4.6,S
3.0,53.38551393,-6.255666465,0.83,52.4987453,92,4.6,S
10.0,53.38599312,-6.255730838,0.58,49.6754234,92,4.6,S
15.0,53.3856726,-6.255823206,0.88,53.1287465,92,4.6,S
16.0,53.3854304,-6.255876096,1.27,51.2389472,92,4.6,S
25.0,53.38550601,-6.255959244,0.7,54.2976451,92,4.6,S
26.0,53.38543728,-6.255997969,0.35,50.5874239,92,4.6,S
35.0,53.38560965,-6.256191675,0.07,50.1123456,92,4.6,S
37.0,53.38544281,-6.256022612,1.44,52.9821435,92,4.6,S
38.0,53.38531138,-6.255983301,0.46,49.2567834,92,4.6,S
43.0,53.38534285,-6.255771155,0.48,52.4689741,92,4.6,S
45.0,53.38511076,-6.255686246,0.26,53.6825347,92,4.6,S
50.0,53.38546875,-6.256144233,1.4,50.4328745,92,4.6,S
51.0,53.38544721,-6.256162841,1.1,50.6543187,92,4.6,S
58.0,53.38554582,-6.256397618,0.96,49.9837265,92,4.6,S
59.0,53.38541988,-6.256455872,1.12,51.5468792,92,4.6,S
60.0,53.38541699,-6.256461153,1.38,54.2786453,92,4.6,S
66.0,53.38559138,-6.256581601,1.67,52.7896423,92,4.6,S
71.0,53.38563509,-6.256437432,2.62,50.4689253,92,4.6,S
72.0,53.38572079,-6.257051071,3.62,51.2586349,92,4.6,S
77.0,53.38578714,-6.256634239,3.51,49.7542398,92,4.6,S
84.0,53.38573244,-6.256530723,3.37,52.3498765,92,4.6,S
85.0,53.38602053,-6.257917592,4.26,51.9786234,92,4.6,S
90.0,53.38616658,-6.258398294,2.27,53.1287469,92,4.6,S
91.0,53.38612631,-6.258407934,1.97,52.7836542,92,4.6,S
97.0,53.38607828,-6.25877263,1.93,49.3896543,92,4.6,S
98.0,53.38599924,-6.258809511,1.82,50.2468937,92,4.6,S
104.0,53.38631767,-6.259022579,3.41,53.9784265,92,4.6,S
105.0,53.38633418,-6.259147553,1.53,54.2368754,92,4.6,S
110.0,53.38654411,-6.25987024,3.66,51.7643289,92,4.6,S
112.0,53.38644034,-6.259873426,3.47,50.8765432,92,4.6,S
113.0,53.38651091,-6.259951713,2.19,52.6543897,92,4.6,S
118.0,53.38653975,-6.260095965,3.5,50.4387659,92,4.6,S
123.0,53.38657013,-6.260427386,1.4,53.6754328,92,4.6,S
125.0,53.38652814,-6.260518916,2.23,50.3456879,92,4.6,S
130.0,53.38641284,-6.26064213,4.26,51.0978456,92,4.6,S
131.0,53.38637705,-6.260660235,4.15,52.8765432,92,4.6,S
137.0,53.38632463,-6.260644896,5.35,49.2376548,92,4.6,S
138.0,53.38626302,-6.261218637,4.53,51.6543287,92,4.6,S
144.0,53.38616633,-6.260885792,2.41,54.0928756,92,4.6,S
145.0,53.38602309,-6.261396753,2.55,53.8754238,92,4.6,S
150.0,53.3860391,-6.260970617,1.77,49.5789423,92,4.6,S
152.0,53.38572406,-6.261438914,1.57,52.3786459,92,4.6,S
157.0,53.38558379,-6.26159071,3.44,53.2678543,92,4.6,S
158.0,53.38556258,-6.261527846,3.11,51.9876432,92,4.6,S
164.0,53.38532479,-6.26153036,2.61,50.7643289,92,4.6,S
165.0,53.38536263,-6.261607641,3.24,54.2876543,92,4.6,S
171.0,53.38514579,-6.261839904,5.15,52.8765428,92,4.6,S
227.0,53.3847303,-6.260065455,1.54,50.7654321,92,4.6,S
234.0,53.38464912,-6.260276763,2.27,49.7654897,92,4.6,S
246.0,53.38383792,-6.260268884,4.11,52.3456789,92,4.6,S
317.0,53.38235215,-6.26043627,2.46,51.2345789,91,4.6,S
324.0,53.38220588,-6.260556886,1.69,50.0987654,91,4.6,S
329.0,53.38225127,-6.260693176,1.62,53.8765432,91,4.6,S
380.0,53.38194743,-6.261051167,2.6,52.9876543,90,4.6,S
386.0,53.38232306,-6.260895347,0.56,49.7654238,90,4.6,S
387.0,53.38181818,-6.261703027,1.24,50.8765423,90,4.6,S
456.0,53.3819903,-6.261168933,1.03,54.0987654,89,4.6,S
463.0,53.38194047,-6.260834411,1.01,51.9876542,89,4.6,S
464.0,53.38193096,-6.26063006,1.28,50.8765439,89,4.6,S
470.0,53.38207278,-6.2604413,2.01,53.7654328,89,4.6,S
524.0,53.38381215,-6.260191603,1.93,49.8765423,88,4.6,S
531.0,53.38407299,-6.260159919,3.68,50.9876542,88,4.6,S
532.0,53.38408305,-6.26014106,3.94,54.0876543,88,4.6,S
538.0,53.38438652,-6.259995131,1.94,51.9876543,88,4.6,S
610.0,53.38465026,-6.259322064,3.55,52.8765432,86,4.6,S
622.0,53.38393754,-6.258851588,5.02,49.9876543,86,4.6,S
623.0,53.38401713,-6.258655787,5.06,51.0987654,86,4.6,S
624.0,53.38399911,-6.258741366,3.02,54.0876542,86,4.6,S
625.0,53.38390578,-6.258896766,3.3,53.7654321,86,4.6,S
626.0,53.38382007,-6.258783527,2.76,49.9876542,86,4.6,S
684.0,53.3832887,-6.256724177,4.61,50.0987654,85,4.6,S
690.0,53.38324671,-6.256137444,5.27,53.8765432,85,4.6,S
691.0,53.38307882,-6.256115902,4.96,52.9876543,85,4.6,S
697.0,53.38353496,-6.255630674,4.92,50.8765423,85,4.6,S
699.0,53.38369036,-6.255630171,5.08,49.8765432,85,4.6,S
755.0,53.38461748,-6.253223727,5.9,52.7654321,84,4.6,S
761.0,53.38530723,-6.25352581,4.36,51.9876543,84,4.6,S
763.0,53.38513896,-6.253523212,4.15,50.0987654,84,4.6,S
